imsi,app,throughput,latency,packet_loss,sinr,rsrp,cell_load,prb_utilization,mobility,qoe_score,qoe_category
310150826709571,gaming,22.63,23.57,0.0,17.46,-103.14,32.34,29.34,21.59,5.0,Excellent
310150609174818,gaming,13.13,21.84,0.7,11.41,-92.04,41.62,36.49,18.02,4.49,Excellent
310150440534224,video,23.0,34.97,0.19,19.57,-101.6,33.8,22.65,3.07,4.87,Excellent
310150377828065,volte,12.51,9.36,1.23,12.69,-95.53,48.02,35.33,37.96,3.99,Good
310150653960151,gaming,12.15,17.46,1.06,10.42,-90.16,49.8,41.19,16.27,4.17,Excellent
310150984009439,volte,12.39,15.34,0.76,12.78,-91.23,49.38,48.04,11.0,4.34,Excellent
310150408259904,gaming,15.82,60.22,2.06,16.33,-99.73,72.33,61.52,42.79,3.06,Good
310150207983879,video,13.51,19.78,0.98,9.59,-95.11,28.25,17.48,44.78,4.79,Excellent
310150174931500,volte,10.81,21.89,1.67,11.88,-99.19,65.93,57.59,50.43,4.16,Excellent
310150935158358,volte,18.82,14.33,0.99,13.86,-99.74,34.23,30.31,32.88,4.14,Excellent
310150874929838,volte,0.5,49.91,3.35,-5.0,-109.49,70.83,54.91,66.13,2.12,Fair
310150453076647,gaming,0.5,55.6,3.35,-5.0,-105.3,76.68,61.39,73.91,1.5,Poor
310150387533387,gaming,6.17,29.39,1.78,7.79,-110.65,51.91,49.4,55.55,3.98,Good
310150790100661,gaming,2.97,42.7,2.41,3.28,-104.97,70.58,55.96,41.5,2.67,Fair
310150892833611,video,11.36,27.81,1.66,5.93,-96.91,33.57,33.47,20.8,3.83,Good
310150202562350,gaming,3.34,100.91,2.99,8.99,-106.83,87.22,69.02,90.62,1.44,Poor
310150690660110,video,7.81,10.45,0.92,3.06,-107.91,26.72,15.97,19.0,3.82,Good
310150537757800,volte,11.23,20.72,1.02,11.25,-101.86,36.6,32.32,14.55,4.05,Excellent
310150490050450,volte,4.63,33.98,1.33,5.18,-99.12,39.64,31.11,29.12,3.51,Good
310150712132889,video,34.17,15.91,0.0,25.12,-87.23,24.65,19.02,4.54,4.97,Excellent
310150807916595,gaming,34.78,22.6,0.76,27.35,-89.68,20.06,18.41,87.97,4.54,Excellent
310150930560860,video,0.5,109.63,2.86,2.34,-97.37,91.09,77.34,38.3,1.2,Poor
310150832643733,volte,17.85,26.39,1.26,16.08,-91.77,45.38,35.19,36.25,3.87,Good
310150559946215,volte,22.3,21.19,0.86,19.72,-107.02,35.89,34.03,42.93,4.38,Excellent
310150950868756,video,21.65,18.42,0.09,18.29,-90.67,32.01,29.07,32.48,5.0,Excellent
310150663961650,gaming,25.97,15.01,0.0,20.79,-94.81,21.44,19.08,2.62,4.72,Excellent
310150938575653,gaming,5.13,15.03,2.33,-0.36,-111.92,27.39,24.01,39.9,2.98,Fair
310150493836307,video,14.37,51.29,1.36,14.7,-94.53,69.74,57.36,47.47,4.29,Excellent
310150266654456,video,20.42,16.53,0.0,16.28,-94.51,19.96,12.51,27.59,4.98,Excellent
310150970305436,gaming,5.28,47.24,1.63,6.25,-96.23,56.27,47.8,50.88,3.69,Good
310150699601330,volte,15.41,26.58,1.15,12.06,-99.52,36.02,27.77,16.09,4.25,Excellent
310150857745462,video,21.59,13.91,0.8,16.84,-94.41,15.96,13.99,15.73,4.77,Excellent
310150153102022,gaming,8.73,12.77,0.93,9.14,-107.94,52.43,44.18,11.88,4.64,Excellent
310150665619035,gaming,11.18,26.23,1.01,9.01,-86.51,40.4,35.64,24.91,4.36,Excellent
310150547642139,volte,7.29,27.99,1.27,3.6,-111.38,29.75,25.71,59.85,3.92,Good
310150677721749,volte,13.03,22.63,1.22,12.17,-104.6,46.27,49.55,57.69,4.09,Excellent
310150257841483,volte,17.18,8.89,0.7,11.86,-103.37,27.56,17.32,25.56,4.33,Excellent
310150753798229,volte,7.44,23.7,1.03,4.78,-99.84,42.58,36.54,38.35,3.9,Good
310150154441451,volte,17.23,25.13,0.9,11.35,-104.34,34.58,24.89,47.84,4.43,Excellent
310150961274305,video,2.6,86.01,1.73,6.63,-92.09,87.79,74.84,16.98,3.15,Good
310150192637143,gaming,16.85,22.54,0.53,14.59,-93.1,51.12,40.9,12.32,4.73,Excellent
310150532293025,video,9.96,42.5,2.5,6.52,-113.21,46.8,44.38,84.86,3.89,Good
310150126912512,video,20.75,14.4,0.6,17.03,-91.66,21.71,11.74,40.26,4.85,Excellent
310150181428039,video,7.04,46.65,2.27,5.36,-99.65,39.56,38.72,89.65,4.0,Good
310150675972438,video,9.9,14.13,2.07,8.14,-102.82,57.72,53.44,22.85,3.93,Good
310150774189221,video,7.67,36.36,1.37,8.33,-107.2,70.97,72.73,46.44,3.97,Good
310150404651525,volte,10.21,24.75,1.3,11.45,-94.15,68.42,69.22,15.81,3.9,Good
310150707652053,volte,18.12,26.61,0.67,18.77,-89.86,54.15,43.66,18.21,4.46,Excellent
310150118861720,gaming,17.83,27.33,0.61,17.57,-101.58,46.16,46.81,33.4,4.31,Excellent
310150112545745,video,17.41,30.54,0.2,13.55,-90.65,22.42,18.11,21.76,4.35,Excellent
310150580405392,gaming,4.49,19.76,2.01,2.81,-103.14,37.49,34.52,12.29,3.26,Good
310150270793532,volte,9.3,51.23,1.63,12.47,-89.24,75.85,75.35,18.31,3.85,Good
310150546984453,volte,8.13,30.16,1.21,12.63,-104.47,73.94,61.28,2.92,4.21,Excellent
310150296059865,volte,3.93,32.52,1.6,7.77,-104.97,72.08,63.71,46.55,3.51,Good
310150775942682,video,11.77,43.73,1.86,13.57,-98.3,64.16,46.72,32.17,3.95,Good
310150701398919,video,9.63,29.31,1.1,8.77,-102.85,51.38,49.66,7.29,4.09,Excellent
310150215166587,volte,0.5,200.0,3.38,-5.0,-103.04,97.53,96.34,12.56,1.0,Poor
310150960991928,gaming,0.5,76.63,2.66,0.81,-102.21,87.85,80.18,7.87,1.41,Poor
310150449382748,gaming,0.5,68.41,3.35,-5.0,-106.38,76.36,74.04,39.92,1.36,Poor
310150626218082,volte,20.26,20.88,0.2,17.83,-95.7,23.3,26.21,7.28,4.97,Excellent
310150942233255,gaming,15.68,17.04,1.25,10.65,-107.5,29.27,22.22,50.62,4.19,Excellent
310150575796770,volte,30.76,12.0,0.0,22.54,-91.06,11.46,11.7,1.7,4.76,Excellent
310150948119215,gaming,20.23,7.97,0.1,17.28,-95.1,40.21,37.86,17.48,4.95,Excellent
310150231783404,volte,8.85,26.39,2.4,6.48,-108.73,30.95,21.4,65.61,3.33,Good
310150989026359,gaming,2.53,36.48,2.26,0.77,-95.97,68.99,67.94,47.66,2.7,Fair
310150490272688,video,8.68,35.79,0.86,7.73,-95.3,36.44,29.54,5.74,4.43,Excellent
310150171178892,volte,32.45,28.55,0.37,24.86,-90.28,22.87,19.04,56.97,4.76,Excellent
310150258945980,volte,0.5,64.27,2.65,4.31,-105.61,87.36,75.56,32.23,2.44,Fair
310150123647205,gaming,14.59,38.29,1.46,8.93,-115.07,26.44,23.45,59.82,4.19,Excellent
310150547260720,volte,13.04,29.92,1.0,11.38,-88.04,50.41,59.01,39.12,4.27,Excellent
310150132916781,volte,7.22,33.1,1.75,0.92,-102.16,24.88,18.86,44.83,3.45,Good
310150312587376,volte,8.8,33.12,2.48,5.0,-103.99,29.36,18.11,100.45,3.28,Good
310150457844103,video,2.11,37.96,2.47,2.44,-98.27,70.59,62.94,16.42,2.41,Fair
310150257717034,video,0.5,74.21,2.62,-2.56,-101.82,86.51,71.81,40.69,1.0,Poor
310150503403155,gaming,11.04,25.74,0.99,9.91,-104.74,35.36,29.07,30.23,4.24,Excellent
310150563967099,video,11.65,36.07,0.96,10.59,-102.0,62.72,58.29,3.21,4.19,Excellent
310150249928800,gaming,7.86,5.0,0.87,5.21,-103.97,32.75,23.38,1.21,4.33,Excellent
310150481653593,video,12.26,11.66,1.16,10.02,-93.24,40.16,33.52,9.04,4.08,Excellent
310150325853780,gaming,13.24,11.49,1.41,12.14,-105.76,29.92,27.79,42.45,4.42,Excellent
310150909766644,video,23.77,31.54,0.63,17.5,-105.05,10.0,10.0,36.91,4.72,Excellent
310150409446576,video,3.84,51.6,1.92,4.96,-104.67,72.7,63.78,36.02,3.4,Good
310150154407485,gaming,10.93,43.3,1.72,10.76,-97.35,78.14,70.22,2.61,3.87,Good
310150730487657,volte,4.51,43.05,1.75,5.58,-100.43,65.89,57.4,30.77,3.39,Good
310150286783082,volte,9.97,47.71,2.38,12.77,-103.56,78.61,69.96,71.43,3.32,Good
310150290644021,video,15.68,24.94,1.39,14.68,-93.23,44.73,41.15,26.44,4.45,Excellent
310150880626301,gaming,0.5,65.29,2.69,0.94,-95.82,80.4,67.39,40.76,1.75,Poor
310150219494888,volte,5.47,32.73,2.31,3.26,-102.61,64.59,49.5,52.89,3.36,Good
310150731424776,gaming,0.5,200.0,2.61,5.81,-94.94,94.84,78.28,53.28,1.17,Poor
310150386397783,volte,3.26,37.15,2.21,4.43,-97.55,63.61,49.98,33.86,3.47,Good
310150474060580,gaming,0.5,51.42,3.2,-5.0,-112.63,68.75,66.66,61.17,1.84,Poor
310150248443952,video,18.14,8.32,0.35,13.75,-101.55,38.21,24.94,26.07,4.67,Excellent
310150602796840,gaming,3.8,51.5,2.61,1.82,-109.9,76.18,70.18,65.32,2.47,Fair
310150392945424,volte,10.23,55.96,2.21,11.62,-97.71,83.47,70.03,16.91,3.52,Good
310150588932183,video,6.95,43.2,1.55,8.37,-99.74,71.9,68.45,19.37,3.97,Good
310150235718676,gaming,22.81,13.42,0.0,18.15,-89.33,34.09,27.89,4.26,5.0,Excellent
310150508980274,volte,32.64,29.93,0.74,28.37,-93.93,30.32,26.84,54.38,4.35,Excellent
310150657755962,video,9.99,132.67,1.64,14.0,-95.02,92.8,84.25,27.61,3.73,Good
310150131834022,gaming,9.56,16.47,0.9,9.3,-104.44,43.06,44.16,16.22,4.42,Excellent
310150421175734,volte,11.4,56.25,1.56,11.07,-95.29,73.33,61.68,16.39,4.03,Excellent
310150633531688,gaming,7.07,29.43,1.77,8.38,-104.92,49.62,40.58,67.28,3.72,Good
310150227424038,gaming,13.27,34.76,1.33,11.31,-103.45,38.96,36.85,58.35,3.94,Good
310150853424063,video,4.44,11.16,1.65,1.44,-106.11,26.55,15.43,36.03,3.25,Good
310150968694794,video,24.9,9.15,0.0,19.06,-86.45,30.32,18.1,40.16,4.78,Excellent
310150292644589,volte,1.19,34.21,2.86,-5.0,-111.47,43.78,40.36,31.08,2.24,Fair
310150961557642,video,12.88,28.19,1.5,11.04,-93.5,42.5,40.74,26.09,4.38,Excellent
310150664741452,volte,0.5,25.04,2.68,-3.79,-107.4,40.36,37.18,69.7,2.61,Fair
310150870631806,gaming,16.36,27.37,1.08,9.88,-104.8,21.35,18.3,9.48,4.31,Excellent
310150206221101,gaming,12.57,17.75,0.86,12.25,-98.99,44.76,36.7,27.69,4.48,Excellent
310150809545516,volte,21.58,12.23,0.09,18.42,-108.39,34.22,38.05,23.26,4.73,Excellent
310150720949504,gaming,20.65,22.85,0.5,17.92,-85.03,42.2,45.72,32.55,4.24,Excellent
310150700747175,video,3.72,48.11,2.19,5.3,-102.4,77.91,69.1,30.06,3.26,Good
310150837996395,gaming,15.66,20.51,1.33,15.65,-89.67,58.59,48.14,33.84,4.47,Excellent
310150791580235,video,17.0,16.92,0.67,12.31,-87.67,37.97,28.37,10.45,4.83,Excellent
310150668046151,volte,0.5,80.02,3.3,0.44,-105.82,86.19,78.01,33.48,1.93,Poor
310150776934087,volte,19.03,26.95,0.52,14.35,-95.31,42.75,31.48,17.05,4.48,Excellent
310150834194620,gaming,1.75,49.69,1.53,3.27,-98.5,61.83,48.38,13.38,3.58,Good
310150135103852,gaming,7.23,45.61,1.89,8.16,-85.56,71.4,60.41,5.14,3.56,Good
310150563449355,video,11.43,13.08,1.88,8.46,-101.84,23.06,22.83,51.35,4.05,Excellent
310150849935036,video,1.9,45.99,1.92,-0.58,-102.71,48.71,50.21,28.24,2.4,Fair
310150355003887,gaming,15.44,21.68,1.0,13.88,-106.05,30.86,28.41,40.88,4.47,Excellent
310150300693664,gaming,16.52,26.06,1.26,11.61,-104.55,34.81,33.11,48.38,4.15,Excellent
310150416927276,volte,31.13,13.12,0.62,21.88,-97.77,10.0,13.71,44.64,4.42,Excellent
310150980728166,volte,6.23,19.24,1.83,-0.67,-94.83,29.43,30.35,30.85,3.45,Good
310150976315611,volte,0.5,73.48,3.35,1.01,-90.19,85.59,72.56,25.86,1.96,Poor
310150405794297,gaming,26.65,26.42,0.19,19.37,-91.14,40.41,39.91,25.15,4.86,Excellent
310150106722055,gaming,19.81,28.26,0.95,15.48,-94.99,28.7,30.42,41.81,4.5,Excellent
310150584818072,gaming,11.61,48.91,1.75,11.49,-93.79,78.52,70.65,32.34,3.61,Good
310150685839450,volte,23.08,35.66,0.0,19.6,-101.07,37.93,34.06,60.1,5.0,Excellent
310150109035949,gaming,8.72,20.9,1.96,4.59,-94.9,31.99,31.15,63.34,3.83,Good
310150319624790,video,12.9,24.57,0.93,7.97,-106.24,26.26,25.58,12.48,4.53,Excellent
310150132672748,gaming,19.89,12.08,0.0,18.99,-95.78,36.05,22.41,10.2,4.85,Excellent
310150441825966,gaming,7.36,46.61,1.63,10.15,-95.25,79.52,72.12,41.14,3.79,Good
310150355656662,gaming,12.18,18.44,1.45,10.65,-100.15,42.45,43.25,20.65,4.09,Excellent
310150274198448,gaming,16.06,13.17,0.15,12.88,-79.96,32.81,33.81,1.54,4.86,Excellent
310150545798062,gaming,5.47,17.67,2.02,3.03,-100.02,31.79,29.86,65.31,3.46,Good
310150622258259,video,25.55,18.31,0.04,22.41,-86.28,46.43,41.6,16.08,4.9,Excellent
310150901397585,video,29.75,21.73,0.59,23.93,-100.81,28.57,23.16,72.38,4.79,Excellent
310150128751505,gaming,12.73,37.16,1.54,14.76,-92.07,65.76,57.3,47.57,3.98,Good
310150591720641,volte,4.8,100.32,2.56,8.52,-95.81,88.56,81.57,51.35,2.29,Fair
310150809924163,gaming,10.22,39.62,1.13,12.33,-86.69,73.59,66.68,14.48,4.16,Excellent
310150674833629,gaming,18.53,12.19,0.29,14.31,-108.61,40.86,40.48,16.54,4.81,Excellent
310150316272544,gaming,0.5,43.81,3.12,-5.0,-109.32,75.64,63.97,33.99,1.51,Poor
310150985779070,volte,6.08,32.77,1.37,7.11,-95.99,56.03,54.72,12.58,3.92,Good
310150798638755,volte,20.02,17.23,0.39,16.64,-92.69,47.52,38.72,20.91,4.66,Excellent
310150611328849,volte,8.89,11.47,1.7,6.35,-99.35,35.54,32.29,21.87,3.87,Good
310150496360164,video,18.62,5.0,0.94,14.73,-104.05,29.75,23.37,11.76,4.83,Excellent
310150619798418,volte,27.69,9.34,0.03,22.83,-90.72,19.08,16.3,14.71,4.88,Excellent
310150513697774,video,14.41,45.11,2.03,14.69,-96.55,66.16,68.39,53.71,4.11,Excellent
310150825625243,video,17.3,24.08,0.64,16.05,-94.42,64.14,58.99,12.26,5.0,Excellent
310150312960167,volte,21.25,13.33,0.1,16.9,-93.46,24.44,22.63,2.34,5.0,Excellent
310150105059667,volte,20.05,20.88,0.98,15.53,-91.36,44.3,46.05,41.07,4.33,Excellent
310150745624944,volte,0.53,61.33,3.38,0.87,-107.6,80.5,58.02,86.67,2.14,Fair
310150404975584,video,29.01,28.39,0.29,24.91,-99.21,29.28,24.98,22.46,4.71,Excellent
310150762454603,gaming,0.5,78.74,2.31,-4.21,-93.81,87.25,74.28,9.0,1.23,Poor
310150444370553,volte,11.94,12.16,0.57,11.5,-90.21,37.55,28.75,37.12,4.57,Excellent
310150405290994,volte,6.23,15.61,1.53,5.45,-103.54,39.31,26.95,68.1,3.34,Good
310150549989262,volte,18.13,13.78,0.87,16.2,-92.51,25.18,21.06,53.29,4.19,Excellent
310150923455654,video,0.88,30.2,1.97,4.57,-110.5,69.52,64.65,40.6,2.98,Fair
310150798685185,video,36.62,23.27,0.16,30.0,-90.46,21.84,18.49,21.49,4.89,Excellent
310150824014014,gaming,24.94,16.77,0.35,19.62,-105.18,20.33,21.88,35.29,4.76,Excellent
310150727478300,volte,7.93,18.72,1.43,5.59,-91.4,41.22,36.63,7.07,3.74,Good
310150867381608,video,0.5,31.72,2.99,-5.0,-114.49,61.96,60.35,44.61,1.26,Poor
310150728998345,gaming,0.5,38.63,2.57,-1.45,-106.86,68.96,58.17,48.18,2.24,Fair
310150580692673,volte,4.49,64.87,2.53,7.21,-102.46,77.1,58.48,82.04,2.47,Fair
310150692873266,video,3.04,62.64,1.81,5.28,-94.26,80.58,63.01,18.16,3.3,Good
310150502270026,volte,13.39,25.87,0.42,12.5,-91.76,11.52,10.0,1.53,4.39,Excellent
310150523880652,volte,8.75,14.6,1.84,6.21,-93.42,36.33,27.57,35.52,3.42,Good
310150143513097,video,27.5,15.77,0.86,19.49,-91.07,10.0,10.0,46.73,5.0,Excellent
310150109249677,video,5.77,27.39,1.71,7.21,-93.56,40.66,41.47,53.89,3.88,Good
310150684528081,video,4.07,48.96,1.42,5.55,-109.28,70.63,54.65,13.98,3.46,Good
310150696447794,volte,10.65,47.55,1.33,14.14,-98.57,80.03,77.96,18.24,4.08,Excellent
310150801312117,volte,28.87,28.74,0.3,22.4,-90.92,35.89,27.55,33.44,4.81,Excellent
310150597089224,gaming,0.5,53.01,2.61,-1.08,-92.66,81.53,65.53,22.42,1.83,Poor
310150583499384,volte,15.86,51.27,1.9,13.76,-102.45,69.91,60.83,61.49,3.76,Good
310150762806054,video,15.03,21.94,1.36,10.65,-86.34,37.56,40.55,31.05,4.47,Excellent
310150631281435,volte,16.16,21.04,1.76,14.7,-96.37,50.62,40.98,54.77,3.75,Good
310150838083586,gaming,12.34,26.81,0.69,13.66,-101.75,53.39,43.98,37.79,4.51,Excellent
310150692177605,gaming,8.09,34.91,1.93,8.29,-107.77,53.03,43.99,52.28,3.97,Good
310150617794458,video,19.12,5.0,0.63,13.88,-91.71,25.43,28.13,22.55,4.6,Excellent
310150754781953,video,15.61,34.85,0.93,13.52,-103.07,44.09,36.57,58.08,4.76,Excellent
310150228812636,gaming,4.67,8.42,2.06,4.13,-101.37,41.07,38.38,19.03,3.21,Good
310150385374117,gaming,2.89,29.59,2.71,0.35,-101.65,60.65,53.97,35.55,2.93,Fair
310150439378562,gaming,35.02,14.89,0.11,28.62,-88.43,24.36,20.89,15.27,4.79,Excellent
310150245889167,video,25.38,5.0,0.17,20.44,-82.75,30.48,24.33,31.15,5.0,Excellent
310150710474279,gaming,14.08,40.33,0.74,14.38,-93.49,75.98,76.71,21.68,4.0,Excellent
310150400701953,gaming,19.81,18.68,1.03,13.47,-99.59,18.33,30.09,18.55,4.35,Excellent
310150150279504,video,3.23,45.64,2.23,-3.91,-112.74,40.97,31.64,82.77,2.63,Fair
310150937013416,volte,5.32,39.26,1.61,5.41,-88.62,67.44,53.99,11.79,3.53,Good
310150838881533,volte,14.98,31.64,0.86,13.06,-102.14,35.33,31.3,53.6,4.09,Excellent
310150239555083,gaming,8.55,40.14,2.85,10.81,-99.59,76.29,55.77,91.44,3.23,Good
310150293448354,volte,22.74,12.71,0.72,16.97,-92.0,32.65,28.97,1.65,4.43,Excellent
310150954067434,volte,12.44,40.42,0.55,12.72,-96.03,44.96,49.6,46.13,4.15,Excellent
310150462462518,volte,14.76,24.47,0.75,12.48,-87.89,26.13,20.0,17.7,4.43,Excellent
310150431570988,volte,24.87,9.97,0.12,19.2,-90.7,26.06,28.33,3.29,4.61,Excellent
310150741533902,gaming,1.48,34.84,2.0,1.92,-96.36,66.07,65.49,26.76,3.46,Good
310150287857881,volte,0.5,116.5,2.96,3.2,-102.82,89.62,74.56,73.66,1.86,Poor
310150787773028,volte,7.11,42.65,1.89,7.77,-99.49,71.31,63.64,0.98,3.47,Good
310150628295124,video,17.18,38.52,0.94,17.19,-93.15,69.83,63.23,38.26,4.64,Excellent
310150349205309,gaming,7.91,15.78,2.9,-5.0,-108.43,18.54,19.96,32.75,2.77,Fair
310150351867184,video,1.88,56.62,2.47,3.55,-110.63,76.5,71.33,63.16,2.55,Fair
310150500150750,video,13.57,38.6,1.31,11.35,-92.32,66.34,63.99,6.55,4.43,Excellent
310150386573975,gaming,0.5,35.82,3.17,-5.0,-102.75,68.25,56.15,44.81,2.4,Fair
310150754087672,volte,4.82,45.91,1.8,10.46,-97.17,81.22,72.35,44.7,3.68,Good
310150389414437,video,10.55,24.46,0.8,8.9,-100.04,43.77,45.93,43.89,4.51,Excellent
310150510617627,gaming,2.81,21.6,2.14,0.57,-106.28,47.77,49.99,75.32,2.99,Fair
310150690096660,volte,8.2,84.79,1.79,11.32,-106.54,83.27,74.41,57.17,3.56,Good
310150926750389,gaming,13.69,5.26,0.96,10.31,-107.13,18.8,13.88,3.4,4.67,Excellent
310150537404778,video,21.34,20.34,0.41,17.04,-90.23,38.04,38.65,30.88,5.0,Excellent
310150872798097,volte,10.31,21.96,1.56,10.71,-92.48,56.96,52.8,26.46,3.96,Good
310150760986275,volte,13.44,15.29,1.2,9.26,-99.37,37.13,35.25,21.19,4.1,Excellent
310150842885986,gaming,11.0,25.28,1.35,5.74,-91.15,26.78,27.45,29.68,3.92,Good
310150433352364,volte,11.71,26.08,1.18,8.26,-95.63,25.29,17.51,25.64,3.74,Good
310150209011318,video,10.46,50.51,1.03,13.22,-94.86,75.31,70.51,28.53,4.39,Excellent
310150282683720,video,20.55,36.15,1.19,16.95,-88.28,26.88,24.43,88.39,4.52,Excellent
310150341864628,video,12.09,34.35,1.12,13.61,-102.46,73.27,70.19,6.88,4.28,Excellent
310150579930341,gaming,12.42,18.06,1.55,9.07,-102.37,33.32,29.43,70.96,3.87,Good
310150267439993,volte,18.79,15.1,0.42,16.32,-101.0,36.92,35.4,31.44,4.49,Excellent
310150487773469,volte,12.53,29.26,1.37,11.81,-100.67,47.46,44.06,40.68,4.13,Excellent
310150943615419,volte,0.5,95.21,2.9,-0.49,-105.23,86.81,73.66,57.94,1.92,Poor
310150307791969,video,13.7,6.58,1.37,7.64,-99.03,19.46,12.62,24.22,4.17,Excellent
310150676554783,volte,2.52,48.24,2.54,4.5,-106.81,78.42,73.05,28.42,2.59,Fair
310150411051714,video,0.5,81.66,2.82,1.26,-101.15,87.39,72.62,27.16,1.0,Poor
310150959523266,volte,9.32,25.16,1.01,9.66,-102.98,63.19,53.92,25.07,4.15,Excellent
310150561976731,video,14.07,44.44,1.43,16.8,-91.87,63.93,54.43,71.61,4.53,Excellent
310150440446379,volte,12.29,35.32,1.62,10.89,-95.67,43.49,40.11,57.8,3.86,Good
310150815692878,gaming,22.65,40.36,0.02,21.93,-89.66,48.31,45.89,8.33,4.61,Excellent
310150140162344,gaming,7.05,49.01,1.07,9.22,-99.66,68.58,52.57,8.27,3.99,Good
310150877325630,video,0.5,200.0,2.42,3.58,-99.8,94.71,79.72,28.26,1.0,Poor
310150524658966,video,0.5,48.57,2.67,-2.76,-97.3,80.39,66.88,7.6,1.17,Poor
310150395780711,volte,9.28,42.65,1.39,11.75,-100.5,66.96,57.78,40.36,3.76,Good
310150699800906,volte,8.42,12.01,1.31,5.33,-108.1,61.34,44.02,10.7,3.94,Good
310150453040943,gaming,6.59,28.19,0.92,4.67,-96.45,41.95,42.59,34.05,4.23,Excellent
310150152869791,volte,1.42,51.54,2.68,1.34,-96.14,79.39,70.16,0.61,2.58,Fair
310150620431609,video,4.61,155.83,2.13,7.83,-96.54,93.4,81.52,21.58,3.03,Good
310150615620858,video,1.46,42.41,2.79,1.9,-107.3,75.76,70.44,44.48,2.68,Fair
310150534110264,video,27.9,27.52,0.8,22.97,-87.49,37.06,35.2,31.68,4.69,Excellent
310150217769333,video,14.52,35.49,3.03,12.15,-95.37,65.23,59.94,87.85,4.41,Excellent
310150982984547,video,0.5,65.94,3.16,0.6,-103.14,78.7,69.18,63.26,1.07,Poor
310150714069627,gaming,0.5,28.05,2.3,-5.0,-106.19,47.96,42.73,24.13,2.67,Fair
310150909193376,gaming,11.65,27.37,0.32,11.73,-97.67,57.13,54.49,3.67,4.86,Excellent
310150210864279,video,8.71,17.48,1.03,7.64,-104.09,35.09,33.54,59.69,4.27,Excellent
310150634950566,volte,9.03,34.68,1.07,11.86,-103.45,64.8,65.66,68.94,4.38,Excellent
310150150171169,video,11.38,15.28,1.43,9.08,-103.03,43.47,38.95,56.91,4.38,Excellent
310150816659127,gaming,24.74,21.69,0.0,22.39,-89.71,25.16,25.4,9.64,5.0,Excellent
310150811368347,video,11.87,34.89,1.96,9.49,-99.75,38.86,33.58,109.48,4.18,Excellent
310150875367588,gaming,0.5,30.9,2.66,-0.41,-92.76,68.94,62.28,18.05,2.52,Fair
310150725950726,gaming,6.82,23.49,1.87,4.81,-107.36,39.61,36.73,48.11,4.03,Excellent
310150712437187,video,1.89,55.29,2.77,1.64,-109.34,71.83,60.99,68.39,2.42,Fair
310150292321956,video,6.28,21.24,1.47,8.06,-92.9,63.74,52.86,16.63,3.89,Good
310150701712183,volte,0.5,40.78,2.38,3.2,-109.7,69.59,64.45,68.42,3.36,Good
310150151139392,gaming,21.84,5.08,0.17,18.08,-101.28,29.52,28.25,21.15,4.77,Excellent
310150511790528,volte,6.86,38.68,2.06,7.41,-109.73,69.34,68.36,86.88,3.68,Good
310150944581422,video,2.21,50.35,2.38,4.2,-100.8,79.64,70.11,19.44,2.78,Fair
310150763399571,gaming,15.33,37.86,1.98,12.86,-91.37,38.03,28.5,78.28,3.69,Good
310150485554194,volte,6.24,21.87,1.56,5.0,-98.92,37.6,33.14,4.29,3.57,Good
310150209297308,volte,17.87,31.46,0.86,15.4,-95.91,36.4,35.88,46.92,4.41,Excellent
310150174042569,volte,17.36,32.68,1.09,15.33,-103.75,53.7,36.65,34.67,3.98,Good
310150726302395,video,17.32,12.16,0.93,14.04,-90.35,31.65,27.82,31.3,4.53,Excellent
310150653665425,video,16.56,35.86,0.57,14.73,-90.0,49.12,46.55,15.87,4.8,Excellent
310150687991003,video,7.44,56.86,2.04,10.27,-102.39,76.83,68.78,46.64,3.58,Good
310150128820898,gaming,17.99,37.65,0.0,18.14,-97.82,52.32,44.25,13.79,4.81,Excellent
310150489141930,video,13.76,54.26,1.36,12.24,-92.16,71.32,56.75,35.99,4.08,Excellent
310150683576558,gaming,15.49,45.75,0.91,16.03,-96.22,77.02,67.72,17.72,4.18,Excellent
310150408000222,volte,6.34,21.41,2.07,-0.41,-110.52,17.82,10.0,78.92,3.27,Good
310150279187162,volte,9.8,11.42,1.21,10.92,-97.83,65.41,60.92,2.35,4.29,Excellent
310150785600893,video,16.51,20.17,0.93,12.02,-94.76,39.21,34.81,14.37,4.33,Excellent
310150512268938,volte,17.77,16.11,0.0,14.76,-90.92,26.4,30.71,17.04,4.82,Excellent
310150362927152,video,13.46,35.17,1.28,13.84,-94.61,71.99,53.59,27.43,4.54,Excellent
310150534908016,gaming,15.82,15.0,0.55,13.19,-94.26,38.45,32.14,16.45,4.61,Excellent
310150860727333,volte,5.25,47.47,1.69,7.64,-100.86,73.66,68.49,32.13,3.55,Good
310150517210943,video,13.1,13.33,0.85,11.77,-99.47,44.13,44.55,63.04,4.27,Excellent
310150554318404,volte,6.5,33.04,2.08,0.34,-105.94,33.05,32.95,47.14,3.33,Good
310150233510535,volte,11.48,68.95,1.46,16.53,-97.95,82.04,67.43,37.74,4.04,Excellent
310150592176289,video,14.88,17.36,0.59,11.1,-87.41,47.54,39.42,6.91,4.56,Excellent
310150493948847,volte,18.94,35.64,1.29,17.48,-96.37,65.06,46.08,45.74,4.03,Excellent
310150444548791,volte,12.95,17.32,1.19,8.62,-99.57,21.5,19.15,12.21,4.04,Excellent
310150356359909,volte,0.5,58.35,2.37,-1.16,-108.77,76.7,73.31,53.5,2.94,Fair
